Age,Gender,Region,Industry,Work_Arrangement,Hours_Per_Week,Burnout_Level,Work_Life_Balance_Score,Social_Isolation_Score,Avg_Salary,Physical_Health_Count,Mental_Health_Score
23,Male,North America,Technology,Remote,61,1,2,4,90000.0,1,6
62,Female,Africa,Healthcare,Onsite,57,1,1,2,120000.0,2,6
58,Female,South America,Professional Services,Hybrid,59,1,4,2,70000.0,1,2
59,Male,Africa,Manufacturing,Remote,51,3,2,3,70000.0,1,6
31,Male,Europe,Technology,Onsite,49,1,1,1,90000.0,3,2
47,Male,Africa,Technology,Hybrid,63,3,3,3,50000.0,2,5
35,Female,North America,Customer Service,Remote,52,3,4,4,110000.0,2,5
33,Female,Europe,Technology,Hybrid,56,3,3,3,110000.0,2,6
42,Female,South America,Finance,Onsite,58,2,3,1,90000.0,2,4
62,Male,North America,Professional Services,Onsite,48,2,2,3,90000.0,0,1
55,Male,South America,Education,Onsite,61,2,3,2,120000.0,4,0
31,Male,Oceania,Finance,Hybrid,47,1,1,2,90000.0,3,5
61,Male,North America,Education,Hybrid,64,1,5,3,50000.0,3,0
65,Male,Africa,Finance,Remote,52,3,2,5,50000.0,1,5
40,Male,Oceania,Manufacturing,Hybrid,38,2,2,1,110000.0,2,1
34,Male,Africa,Technology,Onsite,62,1,5,5,110000.0,2,6
29,Male,Asia,Finance,Hybrid,56,2,2,3,70000.0,2,6
50,Female,Europe,Education,Remote,49,2,4,3,50000.0,2,1
51,Male,Asia,Technology,Hybrid,53,3,5,4,70000.0,1,5
52,Male,Oceania,Education,Onsite,54,2,3,3,110000.0,4,0
39,Female,South America,Healthcare,Onsite,60,2,1,1,50000.0,3,1
27,Female,South America,Finance,Hybrid,63,2,2,3,90000.0,1,2
63,Female,South America,Healthcare,Onsite,59,2,5,2,110000.0,4,1
42,Male,North America,Technology,Remote,49,3,3,3,70000.0,1,4
23,Male,South America,Professional Services,Onsite,62,2,1,2,70000.0,3,0
64,Female,Asia,Education,Hybrid,41,3,4,2,70000.0,2,4
25,Male,Oceania,Education,Remote,49,1,3,5,70000.0,2,3
45,Male,Europe,Technology,Onsite,46,2,4,3,90000.0,2,3
32,Female,Oceania,Manufacturing,Onsite,56,2,1,2,90000.0,2,6
47,Male,Africa,Marketing,Hybrid,43,3,3,3,70000.0,0,0
44,Female,South America,Finance,Onsite,53,2,2,3,50000.0,1,2
32,Male,Africa,Finance,Onsite,65,2,3,3,90000.0,1,6
51,Female,Africa,Professional Services,Hybrid,40,3,3,1,70000.0,3,0
40,Male,Oceania,Healthcare,Onsite,46,2,2,2,70000.0,2,2
37,Female,Oceania,Education,Onsite,36,1,4,2,70000.0,1,0
31,Female,Asia,Professional Services,Onsite,40,2,5,3,110000.0,0,3
61,Female,Oceania,Professional Services,Hybrid,46,2,5,2,90000.0,2,6
33,Female,South America,Healthcare,Remote,64,3,2,4,110000.0,3,3
64,Female,Europe,Healthcare,Hybrid,50,2,2,4,120000.0,2,5
49,Male,Asia,Professional Services,Onsite,39,2,2,3,110000.0,1,0
30,Male,Asia,Marketing,Hybrid,61,3,3,3,90000.0,1,1
27,Male,Europe,Technology,Hybrid,58,3,4,1,90000.0,3,0
47,Female,Oceania,Manufacturing,Remote,57,2,2,4,90000.0,3,4
36,Male,South America,Professional Services,Onsite,53,1,1,2,50000.0,2,3
42,Male,South America,Finance,Hybrid,43,2,2,2,120000.0,0,3
32,Male,North America,Education,Remote,55,2,1,4,70000.0,2,4
50,Male,Europe,Education,Hybrid,35,1,3,3,70000.0,1,4
59,Female,South America,Technology,Onsite,43,3,4,1,70000.0,0,3
50,Female,Africa,Professional Services,Onsite,47,2,2,4,70000.0,3,2
46,Female,Oceania,Professional Services,Onsite,62,1,3,2,70000.0,3,3
56,Male,Oceania,Technology,Hybrid,49,1,4,3,90000.0,2,5
47,Male,Oceania,Technology,Onsite,57,1,4,2,70000.0,3,0
33,Female,North America,Healthcare,Onsite,60,3,2,3,70000.0,1,2
60,Male,Asia,Technology,Hybrid,60,2,2,2,110000.0,2,1
46,Male,Oceania,Technology,Hybrid,47,2,1,2,110000.0,0,1
62,Female,Asia,Manufacturing,Hybrid,46,1,4,3,90000.0,2,5
53,Male,Oceania,Professional Services,Hybrid,59,1,3,3,70000.0,0,0
64,Male,South America,Finance,Hybrid,35,2,3,2,90000.0,4,5
60,Female,South America,Customer Service,Onsite,37,2,2,1,90000.0,2,5
45,Female,Europe,Healthcare,Onsite,52,3,3,4,70000.0,4,6
57,Female,Europe,Education,Remote,65,2,2,3,90000.0,2,0
50,Male,South America,Customer Service,Onsite,45,3,3,3,90000.0,1,0
62,Female,Oceania,Manufacturing,Onsite,59,1,1,2,50000.0,2,4
62,Female,South America,Retail,Onsite,45,1,1,2,90000.0,2,3
25,Female,Europe,Professional Services,Onsite,63,1,4,1,90000.0,3,0
28,Male,Oceania,Professional Services,Onsite,58,1,3,3,110000.0,3,6
57,Female,North America,Finance,Remote,42,3,5,4,70000.0,1,0
45,Male,North America,Manufacturing,Onsite,62,2,4,3,90000.0,2,2
41,Male,South America,Finance,Onsite,49,2,3,3,90000.0,1,0
36,Male,Africa,Technology,Onsite,36,2,3,2,70000.0,2,5
51,Male,Europe,Marketing,Remote,50,2,4,5,90000.0,3,0
52,Female,South America,Customer Service,Onsite,58,1,3,4,110000.0,3,4
59,Female,North America,Education,Onsite,60,3,4,3,70000.0,2,0
30,Female,Asia,Professional Services,Onsite,62,2,5,2,70000.0,2,5
50,Female,Africa,Education,Onsite,37,2,2,1,70000.0,1,2
57,Female,North America,Professional Services,Onsite,47,2,1,1,110000.0,3,0
51,Female,Africa,Finance,Onsite,40,2,3,1,50000.0,2,0
36,Male,Oceania,Healthcare,Onsite,39,2,3,4,70000.0,2,0
60,Female,Asia,Technology,Remote,48,3,3,3,50000.0,3,6
63,Female,South America,Professional Services,Remote,42,3,3,3,90000.0,2,0
36,Male,Africa,Customer Service,Onsite,39,3,4,3,50000.0,0,0
43,Male,Asia,Customer Service,Onsite,61,3,2,2,90000.0,1,0
39,Female,South America,Finance,Hybrid,55,3,4,4,110000.0,0,6
63,Female,North America,Technology,Hybrid,50,2,4,2,70000.0,3,4
53,Female,North America,Healthcare,Onsite,61,3,4,1,90000.0,2,2
35,Male,North America,Manufacturing,Hybrid,50,2,5,4,90000.0,0,4
42,Female,North America,Marketing,Hybrid,37,2,2,4,110000.0,2,0
37,Male,Oceania,Education,Onsite,49,3,3,1,70000.0,2,0
24,Female,Africa,Education,Remote,52,3,4,1,70000.0,2,2
35,Male,North America,Technology,Remote,50,3,1,4,50000.0,3,0
58,Male,Africa,Finance,Onsite,35,3,3,5,70000.0,3,0
51,Male,Europe,Manufacturing,Hybrid,35,2,4,3,120000.0,2,0
61,Female,Africa,Education,Onsite,54,2,3,4,70000.0,1,1
36,Female,Africa,Manufacturing,Remote,65,3,1,3,90000.0,2,2
47,Female,Europe,Manufacturing,Remote,45,1,4,3,90000.0,3,0
25,Male,South America,Professional Services,Onsite,65,1,4,3,110000.0,1,0
59,Female,North America,Technology,Hybrid,56,2,1,4,70000.0,3,1
25,Male,Asia,Technology,Hybrid,41,1,3,1,50000.0,2,1
28,Male,Oceania,Technology,Remote,41,1,3,1,50000.0,2,3
59,Male,Africa,Professional Services,Remote,45,2,5,3,50000.0,3,2
43,Female,Oceania,Technology,Onsite,43,2,2,2,110000.0,1,0
43,Male,North America,Manufacturing,Onsite,37,3,1,2,90000.0,3,4
58,Male,Europe,Technology,Remote,44,3,4,3,70000.0,1,0
35,Male,Oceania,Technology,Remote,40,2,3,4,110000.0,1,0
60,Male,South America,Professional Services,Hybrid,64,2,1,2,50000.0,2,1
58,Male,Africa,Marketing,Hybrid,55,3,4,2,90000.0,2,5
50,Female,Europe,Healthcare,Onsite,45,1,4,4,50000.0,2,1
35,Male,Africa,Professional Services,Onsite,59,1,1,2,110000.0,2,0
23,Male,Africa,Healthcare,Onsite,64,1,3,3,70000.0,1,1
33,Male,Oceania,Manufacturing,Onsite,59,2,2,1,90000.0,2,4
29,Male,Oceania,Customer Service,Onsite,35,2,2,3,50000.0,4,5
37,Female,South America,Healthcare,Onsite,45,1,2,3,120000.0,2,5
47,Female,North America,Healthcare,Onsite,36,1,3,2,70000.0,2,1
64,Female,Europe,Manufacturing,Onsite,46,1,3,3,90000.0,3,2
32,Male,Oceania,Manufacturing,Hybrid,56,2,4,3,90000.0,2,0
22,Male,South America,Finance,Onsite,36,2,4,1,110000.0,2,6
28,Male,Asia,Manufacturing,Hybrid,55,3,3,4,50000.0,3,4
61,Female,South America,Professional Services,Remote,60,1,4,1,70000.0,2,5
30,Female,Asia,Finance,Onsite,63,1,2,1,50000.0,1,4
57,Male,North America,Finance,Hybrid,59,2,3,3,70000.0,2,0
26,Female,Asia,Education,Onsite,60,1,2,4,70000.0,1,0
42,Male,Asia,Professional Services,Onsite,39,3,3,4,90000.0,0,6
36,Female,South America,Manufacturing,Hybrid,48,3,1,1,110000.0,1,0
45,Female,Asia,Professional Services,Hybrid,40,3,5,4,110000.0,2,4
46,Female,South America,Healthcare,Onsite,63,3,3,2,90000.0,0,6
52,Male,North America,Finance,Hybrid,63,2,5,3,120000.0,4,6
35,Female,Asia,Manufacturing,Onsite,39,2,1,5,120000.0,2,0
54,Female,South America,Finance,Remote,59,3,5,4,50000.0,2,1
56,Male,Asia,Manufacturing,Onsite,59,2,3,3,90000.0,2,3
42,Female,Europe,Professional Services,Hybrid,43,2,5,2,50000.0,1,1
60,Female,South America,Manufacturing,Onsite,45,2,3,2,50000.0,2,2
65,Female,Europe,Technology,Hybrid,53,3,5,1,70000.0,1,3
38,Female,Africa,Professional Services,Remote,59,1,2,4,70000.0,1,0
65,Male,Asia,Manufacturing,Remote,65,2,2,3,70000.0,1,0
28,Male,Oceania,Manufacturing,Onsite,62,3,2,2,110000.0,0,3
40,Male,North America,Education,Remote,52,1,3,3,90000.0,4,3
38,Female,South America,Professional Services,Onsite,36,3,3,2,50000.0,0,0
49,Female,North America,Professional Services,Remote,49,1,1,3,90000.0,1,3
46,Male,South America,Technology,Hybrid,35,3,3,3,50000.0,2,0
45,Female,South America,Healthcare,Remote,57,2,2,1,70000.0,2,0
59,Male,Europe,Education,Onsite,45,2,3,2,90000.0,2,6
29,Female,Asia,Professional Services,Onsite,54,2,3,1,50000.0,3,0
59,Male,Asia,Healthcare,Onsite,38,1,4,2,70000.0,2,0
50,Female,North America,Finance,Onsite,44,1,2,3,50000.0,1,2
53,Male,South America,Professional Services,Onsite,35,2,1,2,110000.0,3,0
23,Male,South America,Education,Onsite,35,2,4,3,90000.0,2,1
60,Female,South America,Finance,Hybrid,43,3,3,4,110000.0,2,0
34,Female,Europe,Professional Services,Onsite,61,2,4,2,50000.0,2,5
64,Female,Europe,Retail,Remote,53,1,4,5,90000.0,1,1
53,Female,Asia,Professional Services,Onsite,46,3,4,1,90000.0,2,0
24,Female,Europe,Marketing,Hybrid,42,2,1,4,110000.0,1,2
64,Female,South America,Professional Services,Onsite,37,1,4,4,70000.0,3,1
56,Female,Europe,Professional Services,Onsite,62,3,4,3,50000.0,2,2
62,Male,Asia,Professional Services,Remote,55,3,4,4,110000.0,2,0
45,Female,Africa,Technology,Remote,42,3,2,4,120000.0,2,1
65,Male,North America,Manufacturing,Onsite,52,3,3,1,50000.0,0,0
56,Male,North America,Professional Services,Onsite,55,1,1,2,50000.0,1,6
51,Male,Oceania,Technology,Remote,63,3,5,4,70000.0,2,0
36,Male,South America,Professional Services,Remote,60,2,1,4,110000.0,1,2
50,Female,South America,Retail,Hybrid,62,3,3,3,120000.0,1,2
47,Female,Europe,Healthcare,Onsite,45,1,4,3,90000.0,0,0
33,Male,Asia,Technology,Onsite,35,3,4,3,90000.0,3,0
33,Female,Africa,Finance,Onsite,54,3,3,2,70000.0,1,4
54,Female,Oceania,Education,Onsite,56,3,4,2,70000.0,1,3
26,Male,South America,Healthcare,Hybrid,38,1,1,5,70000.0,1,0
63,Male,Asia,Technology,Onsite,58,2,4,2,90000.0,2,4
46,Male,North America,Professional Services,Onsite,38,1,3,1,110000.0,1,0
60,Male,Oceania,Technology,Hybrid,59,3,1,3,110000.0,1,1
58,Male,Asia,Finance,Hybrid,55,3,4,3,90000.0,3,2
62,Male,Oceania,Manufacturing,Remote,63,3,3,3,70000.0,1,1
22,Male,Oceania,Retail,Onsite,37,2,5,2,90000.0,0,5
62,Male,Asia,Finance,Remote,48,3,2,5,90000.0,1,2
39,Female,Europe,Technology,Onsite,52,3,5,3,70000.0,3,3
53,Male,Asia,Customer Service,Onsite,65,1,3,1,70000.0,1,4
48,Female,Asia,Technology,Remote,39,3,3,5,90000.0,3,0
58,Female,Oceania,Manufacturing,Onsite,41,1,2,3,90000.0,2,5
52,Female,North America,Education,Onsite,42,1,3,3,50000.0,2,5
48,Male,South America,Professional Services,Onsite,37,3,1,5,110000.0,2,2
44,Female,Oceania,Customer Service,Hybrid,51,2,4,1,120000.0,1,1
39,Female,South America,Manufacturing,Hybrid,42,2,3,3,90000.0,2,1
51,Male,Europe,Finance,Onsite,59,3,2,5,90000.0,2,1
31,Male,South America,Finance,Onsite,56,2,3,2,90000.0,1,5
32,Male,Oceania,Education,Hybrid,62,2,4,4,90000.0,2,3
26,Female,South America,Finance,Onsite,65,3,2,3,90000.0,1,0
59,Female,North America,Technology,Hybrid,50,1,3,1,70000.0,3,2
47,Male,North America,Technology,Onsite,40,3,2,3,50000.0,2,0
27,Male,Asia,Technology,Onsite,42,2,3,1,90000.0,2,5
52,Female,Africa,Professional Services,Remote,50,2,3,5,120000.0,0,3
27,Female,Europe,Professional Services,Onsite,38,2,3,1,120000.0,2,6
56,Female,Europe,Manufacturing,Remote,63,2,3,4,110000.0,0,5
35,Male,North America,Professional Services,Hybrid,63,2,5,2,120000.0,3,3
54,Female,South America,Finance,Onsite,39,3,3,3,110000.0,3,6
22,Female,Europe,Professional Services,Hybrid,51,3,3,3,120000.0,0,2
32,Female,Asia,Professional Services,Onsite,44,1,4,1,50000.0,2,2
46,Male,South America,Technology,Hybrid,52,2,3,1,50000.0,1,5
52,Male,Africa,Marketing,Onsite,43,2,2,2,70000.0,4,6
26,Female,Asia,Manufacturing,Remote,46,3,4,1,90000.0,3,4
39,Male,Europe,Finance,Onsite,50,1,5,3,90000.0,2,5
45,Male,South America,Technology,Hybrid,43,2,4,4,70000.0,0,1
57,Female,South America,Customer Service,Hybrid,46,1,2,5,70000.0,1,4
23,Female,Asia,Professional Services,Onsite,44,2,3,2,110000.0,2,3
31,Male,Europe,Marketing,Onsite,45,2,3,2,90000.0,1,3
56,Female,Africa,Technology,Onsite,41,1,2,2,70000.0,3,4
42,Male,Oceania,Healthcare,Remote,36,3,4,4,90000.0,1,0
60,Male,South America,Technology,Hybrid,51,1,5,2,70000.0,1,0
65,Male,Asia,Customer Service,Remote,61,3,4,2,70000.0,0,2
23,Male,South America,Professional Services,Hybrid,51,2,3,4,70000.0,3,1
44,Male,South America,Technology,Onsite,39,2,2,3,70000.0,1,2
34,Male,South America,Technology,Remote,43,3,4,2,50000.0,1,1
36,Female,South America,Technology,Onsite,52,2,4,1,120000.0,2,0
50,Male,South America,Professional Services,Onsite,46,1,4,1,120000.0,3,3
31,Male,Oceania,Professional Services,Remote,47,2,3,3,70000.0,2,0
60,Female,Africa,Manufacturing,Hybrid,37,3,3,3,70000.0,2,2
52,Male,Asia,Healthcare,Onsite,55,2,3,1,50000.0,4,4
54,Male,Asia,Technology,Remote,57,3,5,5,50000.0,2,5
59,Male,Asia,Retail,Onsite,53,2,5,1,90000.0,3,6
24,Male,South America,Technology,Hybrid,61,3,3,2,90000.0,2,0
31,Male,Asia,Technology,Hybrid,48,1,3,3,90000.0,2,5
42,Female,Oceania,Professional Services,Hybrid,54,2,1,4,70000.0,3,4
41,Male,Europe,Finance,Onsite,48,1,3,3,90000.0,2,6
32,Male,South America,Professional Services,Onsite,62,3,5,4,90000.0,1,0
45,Male,Europe,Marketing,Hybrid,37,2,2,3,90000.0,2,0
63,Male,Europe,Technology,Hybrid,63,2,4,3,90000.0,4,6
30,Female,Asia,Healthcare,Onsite,60,2,4,3,120000.0,2,6
45,Male,Asia,Technology,Remote,54,2,4,4,90000.0,1,1
60,Male,Europe,Finance,Onsite,56,2,3,2,70000.0,2,1
45,Male,Oceania,Education,Hybrid,46,2,5,4,90000.0,2,5
60,Female,Europe,Professional Services,Hybrid,53,2,1,3,90000.0,2,0
38,Male,Europe,Manufacturing,Remote,64,3,4,5,70000.0,3,0
52,Male,Africa,Professional Services,Onsite,41,2,3,1,90000.0,3,4
36,Male,South America,Finance,Hybrid,35,3,2,4,90000.0,2,4
22,Female,North America,Technology,Remote,55,3,5,5,90000.0,4,3
34,Male,South America,Technology,Remote,37,3,3,5,90000.0,1,2
50,Female,Oceania,Technology,Onsite,65,2,3,4,110000.0,1,6
31,Female,South America,Healthcare,Onsite,38,2,2,3,70000.0,3,3
54,Female,Africa,Manufacturing,Remote,55,3,2,4,120000.0,0,0
46,Male,Africa,Healthcare,Onsite,45,2,3,3,70000.0,3,4
45,Female,South America,Manufacturing,Remote,57,3,5,4,90000.0,2,0
30,Male,Africa,Technology,Hybrid,62,2,3,3,90000.0,2,6
38,Female,Oceania,Technology,Hybrid,35,2,2,3,90000.0,1,5
34,Female,South America,Marketing,Hybrid,63,2,1,1,70000.0,1,2
60,Female,Asia,Technology,Onsite,39,3,4,2,90000.0,2,0
58,Female,Europe,Technology,Remote,50,2,4,4,90000.0,1,3
23,Male,Europe,Professional Services,Onsite,57,1,2,3,50000.0,2,5
46,Male,Asia,Marketing,Onsite,48,2,5,1,70000.0,1,2
29,Male,South America,Professional Services,Onsite,54,1,3,1,70000.0,3,2
41,Female,North America,Professional Services,Hybrid,49,3,4,4,90000.0,2,0
47,Male,Oceania,Marketing,Onsite,64,1,3,1,90000.0,3,3
44,Male,Asia,Healthcare,Hybrid,64,3,3,4,70000.0,2,1
36,Male,South America,Technology,Hybrid,64,2,3,3,70000.0,3,5
61,Male,North America,Professional Services,Onsite,44,3,3,2,110000.0,1,2
45,Female,South America,Technology,Hybrid,47,1,3,4,70000.0,2,6
57,Female,Oceania,Healthcare,Onsite,59,3,3,1,50000.0,3,0
34,Female,South America,Retail,Hybrid,37,2,3,3,70000.0,2,0
51,Female,Oceania,Finance,Onsite,52,1,2,1,110000.0,2,3
36,Male,North America,Healthcare,Onsite,49,2,1,1,70000.0,1,5
22,Female,Africa,Technology,Onsite,43,2,3,3,70000.0,3,2
49,Female,Africa,Technology,Remote,36,1,1,3,110000.0,3,3
61,Male,North America,Professional Services,Onsite,40,1,3,4,50000.0,2,4
30,Female,North America,Finance,Onsite,54,2,3,2,110000.0,1,3
65,Male,Oceania,Professional Services,Onsite,61,3,2,1,90000.0,3,5
37,Female,Oceania,Marketing,Onsite,47,1,3,3,120000.0,0,0
27,Female,Africa,Technology,Hybrid,43,2,3,3,110000.0,3,6
48,Female,Asia,Finance,Onsite,52,3,3,2,70000.0,2,4
45,Female,South America,Education,Remote,47,2,3,4,50000.0,1,0
63,Female,Oceania,Retail,Onsite,36,2,4,3,90000.0,2,5
55,Male,North America,Manufacturing,Remote,40,2,2,1,70000.0,3,6
54,Male,Africa,Manufacturing,Remote,43,2,2,5,50000.0,3,1
29,Female,Europe,Professional Services,Hybrid,56,1,4,3,70000.0,2,3
51,Female,Africa,Technology,Remote,53,2,2,1,90000.0,1,2
26,Male,Africa,Healthcare,Hybrid,44,1,4,4,50000.0,3,2
28,Male,Africa,Technology,Hybrid,40,2,3,4,50000.0,1,2
41,Female,South America,Finance,Hybrid,36,2,2,4,120000.0,2,0
59,Female,Europe,Professional Services,Hybrid,52,3,2,1,110000.0,2,0
51,Female,Oceania,Finance,Onsite,47,3,4,4,70000.0,1,1
50,Male,Asia,Professional Services,Hybrid,40,2,3,4,70000.0,2,6
44,Male,South America,Professional Services,Onsite,39,3,1,5,90000.0,2,3
32,Female,South America,Professional Services,Hybrid,58,2,3,3,50000.0,2,0
45,Female,Oceania,Finance,Onsite,37,1,5,2,90000.0,2,5
58,Male,North America,Finance,Hybrid,63,2,4,1,90000.0,1,5
52,Female,North America,Professional Services,Onsite,39,2,3,1,90000.0,3,2
40,Female,Europe,Professional Services,Hybrid,39,3,4,4,70000.0,1,1
51,Female,Europe,Professional Services,Remote,57,2,5,5,120000.0,1,3
24,Male,North America,Education,Onsite,61,1,3,2,50000.0,2,4
56,Male,South America,Professional Services,Remote,39,2,2,4,120000.0,1,1
32,Female,Oceania,Customer Service,Remote,42,3,3,4,90000.0,2,1
40,Male,Asia,Retail,Onsite,44,2,2,2,70000.0,1,4
31,Female,North America,Technology,Hybrid,44,3,3,2,70000.0,4,0
42,Female,South America,Technology,Remote,56,3,4,2,70000.0,2,0
38,Male,Europe,Marketing,Hybrid,64,3,4,3,90000.0,2,4
56,Female,Europe,Finance,Onsite,42,1,4,4,90000.0,2,4
30,Male,South America,Manufacturing,Hybrid,38,2,4,2,50000.0,1,2
29,Male,Oceania,Technology,Hybrid,56,3,3,3,90000.0,2,6
30,Male,Europe,Customer Service,Onsite,54,2,5,1,110000.0,2,3
62,Female,South America,Technology,Hybrid,50,1,3,2,50000.0,2,0
30,Female,Asia,Finance,Hybrid,35,3,3,5,70000.0,4,0
37,Male,North America,Professional Services,Hybrid,45,2,5,4,90000.0,1,0
59,Male,Africa,Education,Onsite,52,1,2,3,110000.0,2,2
40,Male,Africa,Professional Services,Remote,65,2,3,3,90000.0,1,2
39,Female,Europe,Finance,Hybrid,40,3,2,3,120000.0,2,6
26,Female,South America,Marketing,Onsite,40,1,2,5,70000.0,2,6
36,Female,Oceania,Finance,Onsite,65,2,3,3,110000.0,2,1
52,Male,Asia,Professional Services,Hybrid,43,3,2,4,70000.0,3,6
47,Male,North America,Manufacturing,Onsite,62,3,3,2,90000.0,2,4
28,Male,South America,Technology,Hybrid,47,2,3,4,110000.0,0,0
32,Male,South America,Education,Onsite,50,1,3,3,70000.0,1,0
49,Male,Oceania,Professional Services,Hybrid,37,2,4,1,110000.0,0,3
61,Male,Africa,Manufacturing,Hybrid,46,2,3,2,50000.0,1,2
62,Female,Africa,Healthcare,Onsite,54,3,4,3,50000.0,4,5
28,Male,Oceania,Professional Services,Onsite,63,2,3,3,70000.0,1,5
42,Female,North America,Technology,Onsite,63,3,5,2,70000.0,2,3
26,Male,South America,Technology,Hybrid,48,3,2,3,70000.0,2,2
58,Male,Oceania,Finance,Remote,53,3,3,5,50000.0,2,4
24,Female,Europe,Professional Services,Remote,43,3,3,4,90000.0,3,6
56,Male,Oceania,Finance,Remote,38,1,3,2,50000.0,3,2
44,Male,North America,Customer Service,Onsite,54,2,4,3,90000.0,1,2
33,Male,Europe,Education,Onsite,38,3,4,1,90000.0,1,3
31,Female,Europe,Marketing,Onsite,36,2,3,2,90000.0,2,0
62,Female,Europe,Marketing,Hybrid,40,3,4,4,70000.0,1,1
27,Male,Oceania,Healthcare,Hybrid,46,2,3,3,90000.0,0,0
24,Female,Oceania,Technology,Onsite,62,1,4,1,70000.0,0,3
32,Male,Europe,Technology,Hybrid,36,2,3,3,90000.0,1,6
24,Female,North America,Manufacturing,Onsite,39,2,4,2,90000.0,3,4
65,Male,North America,Manufacturing,Onsite,39,3,4,4,110000.0,1,5
31,Female,Asia,Professional Services,Onsite,36,1,4,1,50000.0,0,4
27,Female,South America,Retail,Hybrid,40,1,1,4,70000.0,1,4
63,Male,Africa,Retail,Hybrid,38,3,1,2,70000.0,2,0
38,Female,Africa,Customer Service,Hybrid,40,3,4,2,50000.0,2,1
49,Male,Asia,Technology,Onsite,36,1,3,2,70000.0,3,6
39,Male,Asia,Finance,Onsite,58,2,3,3,90000.0,1,0
30,Male,Asia,Retail,Hybrid,55,1,3,4,70000.0,1,3
46,Female,Oceania,Customer Service,Hybrid,61,2,2,3,50000.0,1,2
39,Female,Asia,Professional Services,Hybrid,49,2,3,3,120000.0,1,3
37,Male,Oceania,Marketing,Onsite,35,1,3,2,90000.0,1,1
43,Female,Europe,Marketing,Onsite,37,1,3,1,90000.0,1,6
29,Male,Oceania,Education,Onsite,56,2,3,2,50000.0,4,5
34,Female,Africa,Technology,Onsite,36,2,4,5,120000.0,3,5
38,Male,Europe,Professional Services,Hybrid,45,2,4,3,70000.0,1,4
64,Female,Asia,Manufacturing,Onsite,55,2,1,1,90000.0,0,3
42,Female,North America,Manufacturing,Onsite,50,1,5,1,70000.0,1,6
55,Female,Africa,Manufacturing,Hybrid,48,3,4,3,110000.0,2,0
56,Male,South America,Professional Services,Onsite,60,3,1,3,70000.0,1,1
49,Female,Oceania,Manufacturing,Onsite,44,3,4,1,90000.0,2,0
43,Male,Oceania,Manufacturing,Hybrid,36,3,3,3,110000.0,1,2
41,Male,Oceania,Technology,Remote,43,1,3,4,120000.0,1,2
47,Male,South America,Retail,Onsite,60,2,4,1,110000.0,2,5
62,Female,Europe,Technology,Hybrid,46,3,3,1,110000.0,2,3
64,Female,Oceania,Customer Service,Onsite,42,2,1,2,90000.0,2,6
38,Male,North America,Marketing,Onsite,37,2,3,2,50000.0,2,0
31,Female,Africa,Technology,Hybrid,55,2,2,5,90000.0,1,2
60,Male,Europe,Manufacturing,Onsite,64,3,1,2,110000.0,0,0
41,Male,Asia,Healthcare,Onsite,51,3,3,4,110000.0,3,6
49,Female,Africa,Technology,Remote,43,3,3,1,70000.0,1,2
25,Female,Africa,Customer Service,Onsite,38,3,3,2,50000.0,3,2
54,Female,Oceania,Customer Service,Onsite,63,2,1,2,90000.0,2,2
62,Male,Asia,Professional Services,Onsite,47,2,4,1,70000.0,0,5
26,Male,Africa,Customer Service,Hybrid,44,3,4,2,70000.0,3,3
30,Female,Africa,Manufacturing,Onsite,45,2,1,3,70000.0,2,3
59,Female,Asia,Healthcare,Onsite,40,3,4,3,110000.0,4,4
34,Male,Oceania,Customer Service,Hybrid,57,3,3,2,70000.0,1,0
32,Female,Europe,Manufacturing,Hybrid,55,3,3,2,90000.0,2,0
33,Male,South America,Professional Services,Hybrid,47,1,1,3,90000.0,4,1
45,Male,Europe,Technology,Remote,51,3,2,4,90000.0,2,6
61,Female,South America,Technology,Onsite,52,1,4,5,110000.0,2,3
64,Male,South America,Professional Services,Onsite,54,2,3,4,70000.0,0,2
54,Female,South America,Manufacturing,Remote,65,2,3,1,70000.0,1,3
24,Male,Oceania,Professional Services,Hybrid,60,2,4,4,70000.0,1,3
42,Male,South America,Technology,Hybrid,39,2,3,3,50000.0,3,4
39,Female,South America,Manufacturing,Hybrid,62,3,1,5,70000.0,0,0
48,Male,Asia,Manufacturing,Hybrid,45,2,3,4,50000.0,1,1
47,Male,North America,Manufacturing,Onsite,60,3,3,2,110000.0,2,1
34,Male,North America,Technology,Onsite,49,2,2,1,70000.0,3,1
65,Female,South America,Manufacturing,Hybrid,35,3,2,5,50000.0,1,2
44,Female,North America,Marketing,Onsite,41,1,3,1,90000.0,3,2
53,Male,South America,Finance,Onsite,42,3,3,3,120000.0,1,2
45,Male,Europe,Healthcare,Onsite,52,1,3,2,110000.0,3,2
30,Male,Oceania,Finance,Onsite,54,1,5,1,90000.0,2,6
34,Female,Europe,Professional Services,Onsite,45,1,2,2,90000.0,0,1
63,Female,Africa,Professional Services,Onsite,52,3,3,2,70000.0,1,1
61,Male,Europe,Finance,Onsite,51,3,5,2,110000.0,4,1
51,Male,Europe,Technology,Hybrid,41,1,2,1,70000.0,2,2
32,Male,Europe,Finance,Hybrid,55,1,4,4,120000.0,1,0
50,Female,South America,Technology,Hybrid,62,1,3,3,70000.0,2,1
37,Female,Asia,Technology,Remote,50,2,4,4,90000.0,2,4
49,Female,South America,Healthcare,Onsite,56,2,2,2,90000.0,3,1
